product_link,title,brand,price,discount,avg_rating,total_ratings
https://www.flipkart.com/campus-annie-women-s-casual-shoes-sock-like-fit-integrated-foamlite-tech-slip-walking-women/p/itme10e843d56077?pid=SHOGACFWKDNKXJKJ&lid=LSTSHOGACFWKDNKXJKJLAP6JH&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_1_8&otracker=search&otracker1=search&fm=Search&iid=728d1636-73c1-45ea-883e-47f0bf8eb654.SHOGACFWKDNKXJKJ.SEARCH&ppt=sp&ppn=sp&ssid=a9vilv26m80000001758897640029&qH=32e27b1148959538,ANNIE Women's Casual Shoes | Sock-Like Fit | Integrated FoamLite Tech | Slip On Walking Shoes For Women,CAMPUS ,932,0.33,,
https://www.flipkart.com/campus-annie-women-s-casual-shoes-sock-like-fit-integrated-foamlite-tech-slip-walking-women/p/itm49516edb35b9a?pid=SHOGHU8DYXFPQX73&lid=LSTSHOGHU8DYXFPQX73IMANP1&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_1_10&otracker=search&otracker1=search&fm=Search&iid=728d1636-73c1-45ea-883e-47f0bf8eb654.SHOGHU8DYXFPQX73.SEARCH&ppt=sp&ppn=sp&ssid=a9vilv26m80000001758897640029&qH=32e27b1148959538,ANNIE Women's Casual Shoes | Sock-Like Fit | Integrated FoamLite Tech | Slip On Walking Shoes For Women,CAMPUS ,932,0.33,,
